Name,Website,School-Type,School-District,District,School-Level,Associated-Incidents,School-Incidents,Incident-Dates,Incident-Descriptions,Supporting-Materials (from Associated-Documents),About-School-Leadership,Positive-Steps,Description-of-Positive-Steps,Positive-Step-Source,Kudos,Have Jewish Student Club,Address,Latitude,Longitude,School-Details-URL,School-Record-ID,School-Specific-URL,Last Modified,Last Modified By,Incident-Table,Incident-Table 2
The Northwest School,https://www.northwestschool.org/,Private,Independent,,"Middle,High","7,63,72,73","Published Materials (Print or Online), Graffiti or Vandalism, Bullying or Harassment","2023 - 09 -  null, 2024 - 03 -  5, 2022 - 11 -  29, 2023 - 09 -  28","Two high school students baked a cake over the summer and decorated the cake with a swastika. The students took photos of the cake. Some time passed after which one or both students shared photos of the cake with other Northwest students. One of the students showed a photo of the cake to a Jewish student and laughed. The Jewish student reported the incident to the school. The school ""secured the services of Huayruro to guide our community through a restorative process that will include individual and group meetings."" There was no mandate for anyone to participate in this activity and it is not clear whether any Northwest students engaged in this ""restorative circle work."" The two students were suspended from school for a week., Swastika graffiti was found in a student bathroom. On March 6th a second swastika was found on a piece of paper on a school bus., Middle school student was teased (laughed at) by high school students for wearing a kippah., On an iPad at an entrance to the school a web browser was open and in the search bar were the words “kill Jews.” ","2024Mar13-The-Northwest-School-Letter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/2es-BSIEPgVo4d35o6cuRw/IRxzL4y7AXRjvrG1-i_137OPM19pligaTW00wsXZCmoXiIIRyFoEKEkpX9lELedJm_T0Wok5JcsMF0DYKVCt9nbBWr7iJQF-GT8XrroRfSIKyyIKwjFQOf9kywgA5hLIVz0ZmCkoqN2LX-vdFf8tkBHVmP5KduuvdpZUHtwyzKxCcAAyNGbygom74IFGTEnK/rOBU0b8hAWi1NGajrczJN4gbLCXe3p4GVJX7txZJBKI),2024Mar5-The-Northwest-School-SchoolLetter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/m3Hp17IdGLbGMf_7wbmmVw/SGDy1gvGWZuKl4GdKaLe1B24c61TiG6QJ6rtP5a6w3maXoqz-pm1osjjxhGu09H_0yMYghTL50y5kVVc4h42AxFfmBXGfZ6Fy_idwP6mHdb7R5tov3vwcGvgCt_VQ55njz9VnNFFER2ilh199qeQM_7mmyRJoWoJY8ZTq9y0YY0xPOgqA_1dD1wZZuJsrgD5ntQD2CDrOxrk1xALiI_K9A/lrClXEkkuICDSE_5Ujug9Sw5sB1TdTeFzgh_sHkKMU8),2024Mar6-The-Northwest-School-SchoolLetter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/a6IAopMPo0qudi_FWHBdJQ/qjGDO1U3zxv23-vTS8vJo4Nt7q7pIQwBJUzjG5Io-SF8H4rF9AopL1qcnSmoP5L7oLxSPBVQLsRU7VxalC8CANy9m_sFVFUIqCZx5CWafxTPujoPAg8lreAyDBWBilygj2xAJxq9dCBmQYwpUw7eT-CGzPY1S0AQO9452tmC0DR-xHRs5JmeiofnByK1MOtoUxb85eeDEzlLYqI-ywES6Q/JGCR61YOb4VURtDhxPR6dhmaiaxoPAW-du_knAh2jBA),2024Mar13-The-Northwest-School-Letter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/DB1BGsX5iIa4MCam9OLJ9A/7E4PZ4_0T4kG_kAMcxNCxnkwOwfJMq1VOOos-5TyXjLHa1-mAHHCadYooKcrrV8krBP7xfFRsNrM-fQnL0crsBY72dIIEtJoUr_Y2tse3_WHcBJpMA0-7TB4blkxY0mufQ6bMxFKcXSYSS2Ma5d0K4synXaXjB24p3Knlatr8WRLMFzRBc_Q4Ym8Dr56cAqJ/uxp-5bkKHZSCQOudBTfxDWNbNyH9YXT8hz7MKJyref4),2023Sep28-The-Northwest-School-SchoolLetter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/hYxv8LjH3g7psKWlmlUyBQ/RHo-5ToegVUZB86gqnWeIbNANUS6EsKEk5WXoZUOV_B6wzWtAiZsfr4jLGJ8KXXt9QH_ex5s57ZDBMc0liqc0JYnJPeHFRAKUQutr0MNjEbAA94pbLiltiyBfcsdNYXEb8Iio1u1wXn3md_T1WhfV78jmWrHoH6GgvwSFAWshIan94hnOWw_IBA07Nf2iVIN7VNAZL4Dp2Hu6Zj3kH3Ebw/H_QKdNMdZ3b2JQX_Hj0ahktuOaWLjx2_nfFkJeYa92U)",,,,,,,"1415 Summit Avenue Seattle, Washington 98122",47.6136131,-122.3284377,https://www.stophateinschools.org/school-details?recordId=,recJO3oOqHDydPmBv,https://www.stophateinschools.org/school-details?recordId=recJO3oOqHDydPmBv,5/24/2024 3:49pm,Our Team,,
Tillicum Middle School,https://bsd405.org/tillicum/,Public,Bellevue,Bellevue School District,Middle,"17,36,77",Bullying or Harassment,"2023 - 06 -  null, 2023 - 11 -  9, 2024 - 04 -  18","Jewish student was mocked for wearing a mask to cover up his “big Jewish nose. (Timing is estimate, late Spring), Woman disrupted morning drop-oﬀ, blocking cars in the line, grabbing signs that students were holding (re: school consolidation) and throwing them, pounding on windows and kicking cars screaming “Free Palestine” and calling everyone “racist.” School officials indicated that they ""do not believe this incident was antisemitic in nature."", A student approached a Jewish student in front of other students and in the middle of a classroom lesson and said, ""how do you feel when Israelis burn the houses of Palestinians?""",2023Nov-TillicumMS-SchoolLetter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/GLJed1gb4qGuejI419sNVg/xnOrmRTZp2npJ9rxLw_AO0WaBNSPDWR_U-4xhff6OHVdbbnYRzn-sVhtOslAtSv3AvTWngsf2iht2QY4_5FtoAFJDhpud8Cf1JQRDpdnWbNapP-RTS9trCATbSXV7I3s11lzv5rxakXN4vfusrBba9U4y2m1tkTjAcBPk7hWj4OoPjWS0C6n3kQjHzzDWbcd/00xBZS0aVFT2s8CYF4ofQS4cOLeOij-nfWo1XtLKfSc),,,,,,,"1280 160th Ave SE, Bellevue, WA 98008",47.5985099,-122.1263218,https://www.stophateinschools.org/school-details?recordId=,recWjF3sw5dEpwRAI,https://www.stophateinschools.org/school-details?recordId=recWjF3sw5dEpwRAI,5/24/2024 3:49pm,Our Team,,
Tops K-8,https://topsk8.seattleschools.org/,Public,Seattle,Seattle Public Schools,"Elementary,Middle",9,Bullying or Harassment,2023 - 02 -  13,"14 year-old student called a ""kike"" and bullied about being Jewish.",,,,,,,,"2500 Franklin Ave. E, Seattle, WA 98102",47.6429009,-122.326431,https://www.stophateinschools.org/school-details?recordId=,rec16aZ4Qcas7eVLf,https://www.stophateinschools.org/school-details?recordId=rec16aZ4Qcas7eVLf,5/24/2024 3:49pm,Our Team,,
University Prep,https://www.universityprep.org/,Private,Independent,,"Middle,High","2,3,58,91","Graffiti or Vandalism, Teacher Issue","2018 - 10 -  28, 2018 - 10 -  null, 2024 - 02 -  5, 2024 - 04 -  15","Vandalism “I support the KKK"", Video captured footage of an English teacher dropping letters with anti-Semitic messages into staff mailboxes., Student project that incorporated Judaic symbols was damaged., A student art project that incorporated Jewish symbols and a map of Israel that was on display in an art classroom was damaged for a second and third time. Related to February 2024, incident #58.","2019Oct29-UniversityPrep-SchoolLetter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/cIz_FCoJ9T4RLRIfI_bPog/l4Op7AH5vFXhEkIlpve7LVRuAnOaIxwj7_ZdkRWfcFf6QMh26YvL3hCYphLKFHGPPy_qZ_IrjWZaqEHaOUENNa5N_OXbgvo0chim_7iHEvG1naB1AtYwaqJSwgigiES1lH-qPPlTogGJBNaHK6gHInLDah23PlUZ2TSMBLiF0OwyluZ05e4KndMGyugPvAs1/nanK_wET2c-DvIK7ibVRBvmV7prkY3gGZsu01c6fOPk),2024Feb5-UniversityPrep-SchoolLetter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/J2u-q3ABjef6BlmJKH2x8A/cwLh2kIN4cJaFy9mTQeprPpic0-t5PTngy-yZbWvs2mA-dci8hi9R6ppwYpSqDEC7mCekM7vx3oSIEWPTaH0sdbs-muMDmm5P2dLHCGXpfUEX7r_0oMgnDv3XJh4rooMsxlIY22qY6bKiRJ6sesdtca2HwEj6cR_MOcqFELNdFkr-pDkv1MA-snVo0OvNBRW/e4G6FDpxSI5gHsWVSYCH5eW30-NHyA5VPuJFOY4Y2s0),2024Apr2-UPrep-Parent-Letter.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/IZGXmbLGPE6AkpOU1_ljrw/fKAOlVeW5Hbb6dMW9fBsGVGpQHPmfvsqzk6f3DIs6xNXu3H06JGyo2QTs4ALBXfaFIDaq37t6FjkMY3ZkZgzaIEEW4CbL264Mxbjby8PhpSdPHXejLNtW3_vUtjyXl6cyTwZKVFVEt5NscRm737fASoY6NfvVmIes18GEA_rHr7-Z4MfvgoEwzes7m4E-UCi/p-2LeH05HP5Ta0WVrXo1HAVIxwqXTfLL8ZGJSpvWPy0)",,,,,,,"8000 25th Avenue NE, Seattle, WA 98115",47.686922,-122.303092,https://www.stophateinschools.org/school-details?recordId=,recIQ3Zfc6UpWzSgJ,https://www.stophateinschools.org/school-details?recordId=recIQ3Zfc6UpWzSgJ,5/24/2024 3:49pm,Our Team,,
Unknown (Bellevue),,,,,"Middle,High","15,32,54","Bullying or Harassment, Demonstration or Other Event","2023 - 05 -  null, 2023 - 10 -  26, 2023 - 12 -  18","A middle school student bullied a Jewish classmate with several antisemitic comments., Jewish high school students were harassed with antisemitic comments and comments related to Israel., Rhetoric that expressed support for terror was present at an anti-Israel rally.",,,,,,,,,,,https://www.stophateinschools.org/school-details?recordId=,recBW6EHcnHy7q1Yd,https://www.stophateinschools.org/school-details?recordId=recBW6EHcnHy7q1Yd,5/24/2024 3:49pm,Our Team,,
Unknown (Issaquah),,,,,,53,Published Materials (Print or Online),2023 - 12 -  18,"Issaquah Student League Instagram page featured and promoted ""Stop Genocide"" signs and messaging.",,,,,,,,,,,https://www.stophateinschools.org/school-details?recordId=,recY7MzQul82ntAWn,https://www.stophateinschools.org/school-details?recordId=recY7MzQul82ntAWn,5/24/2024 3:49pm,Our Team,,
Unknown (Lakewood),,,,,,23,Bullying or Harassment,2023 - 09 -  11,A student was subject to antisemitic harassment by classmates.,,,,,,,,,,,https://www.stophateinschools.org/school-details?recordId=,recdLOp3L5FSt61fr,https://www.stophateinschools.org/school-details?recordId=recdLOp3L5FSt61fr,5/24/2024 3:49pm,Our Team,,
Unknown (Liberty Lake),,,,,,18,Bullying or Harassment,2023 - 06 -  13,"Student yelled, ""Oh my God, they're Jewish!"" then proceeded to say a number of insensitive things about Jews and made a Nazi salute.",,,,,,,,,,,https://www.stophateinschools.org/school-details?recordId=,reczfphrwun8Sv45z,https://www.stophateinschools.org/school-details?recordId=reczfphrwun8Sv45z,5/24/2024 3:49pm,Our Team,,
Unknown (Monroe),,,,,,22,Graffiti or Vandalism,2023 - 08 -  20,"Graffiti that read: ""jews control medival money [sic]"" was located on a sidewalk near a school.",,,,,,,,,,,https://www.stophateinschools.org/school-details?recordId=,rec22xJNHBodheumr,https://www.stophateinschools.org/school-details?recordId=rec22xJNHBodheumr,5/24/2024 3:49pm,Our Team,,
Unknown (Olympia),,,,,Middle,42,Teacher Issue,2023 - 11 -  17,"Student tasked to explain to other students (6th grade) why she does not believe in Jesus, why he is not her Lord and Savior, and why she doesn't believe he was resurrected.",,,,,,,,,,,https://www.stophateinschools.org/school-details?recordId=,rec9274kvjV9iDoSY,https://www.stophateinschools.org/school-details?recordId=rec9274kvjV9iDoSY,5/24/2024 3:49pm,Our Team,,
Unknown (Peninsula),,,Peninsula,,High,10,Bullying or Harassment,2023 - 03 -  2,"9th grade student asking other students ""Are you a Jew?"" If they responded, ""Yes,"" he stated ""I am going to f*cking kill you.""",,,,,,,,,,,https://www.stophateinschools.org/school-details?recordId=,rec1tvK4T5mZROWwe,https://www.stophateinschools.org/school-details?recordId=rec1tvK4T5mZROWwe,5/24/2024 3:49pm,Our Team,,
Unknown (Sammamish),,,,,Middle,"13,14",Bullying or Harassment,"2023 - 03 -  24, 2023 - 03 -  29","13-year old boy was victim of antisemitic harassment at middle school., A middle school student sent a SnapChat stating, ""Yitler 2024"" and ""fuck jews f*ck biden i love yitler."" (sic)",,,,,,,,,,,https://www.stophateinschools.org/school-details?recordId=,recI5fegr7f8KWyHL,https://www.stophateinschools.org/school-details?recordId=recI5fegr7f8KWyHL,5/24/2024 3:49pm,Our Team,,
Unknown (Seattle),,,,,,"8,20,37,40","Bullying or Harassment, Graffiti or Vandalism","2023 - 01 -  30, 2023 - 08 -  8, 2023 - 11 -  9, 2023 - 11 -  14","A student with a history of making antisemitic remarks harassed a Jewish classmate with anti-Israel comments., Lumber at a construction area at a school was arranged to form a swastika., A Jewish child wearing a yarmulke was harassed by classmates while walking home from school who yelled: ""Free Palestine"" and ""F*ck Jews.""  , An elementary student told a Jewish student that they ""don't like Jews."" ",,,,,,,,,,,https://www.stophateinschools.org/school-details?recordId=,rec9T8T9iSCJiK7Xs,https://www.stophateinschools.org/school-details?recordId=rec9T8T9iSCJiK7Xs,5/24/2024 3:49pm,Our Team,,
Unknown (Snoqualmie),,,,,High,44,Demonstration or Other Event,2023 - 11 -  20,"During a high school walkout for Palestine, students chanted ""From the river to the sea, Palestine will be free.""",,,,,,,,,,,https://www.stophateinschools.org/school-details?recordId=,reczH89bgj5yctG0V,https://www.stophateinschools.org/school-details?recordId=reczH89bgj5yctG0V,5/24/2024 3:49pm,Our Team,,
Unknown (Tacoma),,,,,High,"16,24",Bullying or Harassment,"2023 - 05 -  31, 2023 - 09 -  12","A student made an antisemitic comment to a staff member at a school., A high school student asked a Jewish classmate: ""Are you from Jew Land?"" and when they said no, asked, ""Why did you get gassed?""",,,,,,,,,,,https://www.stophateinschools.org/school-details?recordId=,recrvnW2sfVJlFClB,https://www.stophateinschools.org/school-details?recordId=recrvnW2sfVJlFClB,5/24/2024 3:49pm,Our Team,,
Woodinville High School,https://woodinville.nsd.org/,Public,North Shore School District,Northshore School District,High,80,Published Materials (Print or Online),2024 - 05 -  02,"A hallway display of student work about modern genocides in an Ethnic Studies class included a presentation that falsely describes a ""Palestinian Genocide"" as ""1947-Ongoing"" and describes Hamas a a group Israelis ""consider to be terrorists."" Follow up, per the Assistant Principal, the display was taken down and the issue was addressed with the teacher and the student.",2024May2-WoodinvilleHS-Hallway-Display.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725480000000/hOFLV4hMhZIlFeCrETCRfQ/XYr4hmfxv2k82f20hSbW7onKrQYFzHOt7dFODdnwtv-d4mcB5NAYNjJ_2I64CKSwyaDpl2sAxmsN2MK33BZdOPuCUEHVB2z-Dix49AX53XsVEFc1glCwCD4J1YTM4imD0hudNJj4tZSUtnmRfaYbG6wmlYcdM8P4TZgDBEMIppGJk1-nHknLc6yIgpF74Vv1Ak7atwUMDCvn6K7NCClunw/xjlx__W4K7j2GwXe_DtIn8oQ5dq1q13Wgm-9H3N118c),,,,,,,"19819 136th Avenue NE, Woodinville, WA 98072",47.7712405,-122.1636433,https://www.stophateinschools.org/school-details?recordId=,recvUXmjn7ME5vJp5,https://www.stophateinschools.org/school-details?recordId=recvUXmjn7ME5vJp5,5/24/2024 3:49pm,Our Team,,
